id,title,short_title,repository,program,nci_program,cancer_types,primary_sites,subjects,subject_scope,modalities,n_cases,n_samples,access_tier,has_followup,median_followup_months,has_treatment_response,n_verified_reuse,n_citations_to_primary_publication,reuse_gap_index,is_underexplored,is_showcase,review_status,landing_page_url
idc-nsclc-radiomics-interobserver1,NSCLC-Radiomics-Interobserver1,nsclc_radiomics_interobserver1,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Non-small Cell Lung Cancer,Lung,LUNG,single,clinical; radiology,22,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=nsclc_radiomics_interobserver1
gdc-match-n,Genomic Characterization CS-MATCH-0007 Arm N,MATCH-N,GDC,MATCH,MATCH,"Cystic, Mucinous and Serous Neoplasms; Neoplasms, NOS; Complex Mixed and Stromal Neoplasms; Epithelial Neoplasms, NOS; Adenomas and Adenocarcinomas; Gliomas; Myomatous Neoplasms; Ductal and Lobular Neoplasms",Cervix uteri; Bronchus and lung; Base of tongue; Breast; Prostate gland; Corpus uteri; Brain; Kidney,,pan_cancer,clinical; rna_seq; structural_variant; wxs,21,,controlled,False,,False,0,,,False,False,machine_only,https://portal.gdc.cancer.gov/projects/MATCH-N
gdc-match-h,Genomic Characterization CS-MATCH-0007 Arm H,MATCH-H,GDC,MATCH,MATCH,"Epithelial Neoplasms, NOS; Adenomas and Adenocarcinomas; Gliomas; Neoplasms, NOS",Other and unspecified female genital organs; Bronchus and lung; Colon; Liver and intrahepatic bile ducts; Brain; Pancreas; Anus and anal canal; Other and ill-defined digestive organs,,pan_cancer,clinical; rna_seq; structural_variant; wxs,21,,controlled,False,,False,0,,,False,False,machine_only,https://portal.gdc.cancer.gov/projects/MATCH-H
idc-htan-wustl,HTAN-WUSTL,htan_wustl,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Ductal adenocarcinoma,Pancreas,PANCREAS,single,radiology,21,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=htan_wustl
pdc-ptrc-hgsoc-ffpe-validation,PTRC HGSOC FFPE Validation,PDC000357,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Ovarian Serous Cystadenocarcinoma,Ovary,OVARY,single,phosphoproteome; proteome,21,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000357
cbio-soft-tissue-msk-2023,"Rhabdomyosarcomas (MSK, NPJ Precis Oncol 2023)",soft_tissue_msk_2023,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Rhabdomyosarcoma,soft_tissue,SOFT_TISSUE,single,copy_number; structural_variant; targeted_dna,20,42,open,True,31.9,False,,19,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=soft_tissue_msk_2023
idc-4d-lung,4D-Lung,4d_lung,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Non-small Cell Lung Cancer,Lung,LUNG,single,radiology,20,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=4d_lung
idc-cptac-stad,CPTAC-STAD,cptac_stad,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Stomach Adenocarcinoma,Stomach,STOMACH,single,clinical; proteome; radiology; wgs,20,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=cptac_stad
idc-ct-vs-pet-ventilation-imaging,CT-vs-PET-Ventilation-Imaging,ct_vs_pet_ventilation_imaging,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Lung Cancer,Lung,LUNG,single,radiology,20,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=ct_vs_pet_ventilation_imaging
idc-pdmr-292921-168-r,PDMR-292921-168-R,pdmr_292921_168_r,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Pancreatic Adenocarcinoma,Abdomen,PANCREAS,single,clinical; radiology,20,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=pdmr_292921_168_r
idc-pdmr-425362-245-t,PDMR-425362-245-T,pdmr_425362_245_t,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Melanoma,Abdomen,SKIN,single,clinical; radiology,20,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=pdmr_425362_245_t
idc-pdmr-521955-158-r4,PDMR-521955-158-R4,pdmr_521955_158_r4,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Pancreatic Adenocarcinoma,Abdomen,PANCREAS,single,clinical; radiology,20,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=pdmr_521955_158_r4
idc-pdmr-833975-119-r,PDMR-833975-119-R,pdmr_833975_119_r,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Pancreatic Ductal Adenocarcinoma,Abdomen,PANCREAS,single,clinical; radiology,20,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=pdmr_833975_119_r
idc-rider-phantom-pet-ct,RIDER PHANTOM PET-CT,rider_phantom_pet_ct,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Phantom,Phantom,,non_cancer,radiology,20,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=rider_phantom_pet_ct
pdc-aml-ex-vivo-drug-response-combination-treatment,AML Ex Vivo Drug Response - Combination Treatment,PDC000403,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Acute Myeloid Leukemia,Hematopoietic and reticuloendothelial systems,MYELOID,single,phosphoproteome; proteome,20,,open,True,10.4,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000403
idc-pdmr-bl0293-f563,PDMR-BL0293-F563,pdmr_bl0293_f563,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Bladder Cancer,Bladder,BLADDER,single,clinical; radiology,19,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=pdmr_bl0293_f563
cbio-histiocytosis-cobi-msk-2019,"Histiocytosis Cobimetinib (MSK, Nature 2019)",histiocytosis_cobi_msk_2019,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Histiocytic and Dendritic Cell Neoplasms,mnm,MYELOID,single,copy_number; targeted_dna,18,52,open,True,11.7,False,,316,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=histiocytosis_cobi_msk_2019
pdc-aml-ex-vivo-drug-response-primary-cohort,AML Ex Vivo Drug Response - Primary Cohort,PDC000399,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Acute Myeloid Leukemia,Hematopoietic and reticuloendothelial systems,MYELOID,single,phosphoproteome; proteome,18,,open,True,20.4,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000399
idc-cc-radiomics-phantom,CC-Radiomics-Phantom,cc_radiomics_phantom,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Phantom,Lung Phantom,,non_cancer,radiology,17,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=cc_radiomics_phantom
pdc-microscaled-proteogenomic-methods-for-precision-oncology-dp1-clinical-,Microscaled Proteogenomic Methods for Precision Oncology DP1 Clinical Trial,PDC000326,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Breast Invasive Carcinoma,Breast,BREAST,single,phosphoproteome; proteome,17,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000326
cbio-brca-bccrc-xenograft-2014,"Breast Cancer Xenografts (British Columbia, Nature 2015)",brca_bccrc_xenograft_2014,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Invasive Breast Carcinoma,breast,BREAST,single,targeted_dna,16,117,open,,,False,,500,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=brca_bccrc_xenograft_2014
idc-cmb-gec,CMB-GEC,cmb_gec,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Gastroesophageal Cancer,Esophagus,STOMACH,single,clinical; radiology,16,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=cmb_gec
idc-htan-hms,HTAN-HMS,htan_hms,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Adenocarcinoma,Colon,BOWEL,single,radiology,16,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=htan_hms
cbio-normal-skin-keratinocytes-2024,"Normal Keratinocytes (UCSF, BioRxiv 2024)",normal_skin_keratinocytes_2024,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Skin,tissue,SKIN,single,rna_seq; targeted_dna,15,137,open,,,False,,3,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=normal_skin_keratinocytes_2024
idc-qin-prostate-repeatability,QIN-PROSTATE-Repeatability,qin_prostate_repeatability,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Prostate Cancer,Prostate,PROSTATE,single,radiology,15,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=qin_prostate_repeatability
pdc-cptac-pdac-biotext,CPTAC PDAC BioTExt,PDC000504,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Pancreatic Ductal Adenocarcinoma,Pancreas,PANCREAS,single,proteome,15,,open,True,19.1,False,1,3,0.826,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000504
idc-uw-cirp-mouse-pet-ct-nsclc,UW-CIRP-Mouse-PET-CT-NSCLC,uw_cirp_mouse_pet_ct_nsclc,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Lung Squamous Cell Carcinoma,lung,LUNG,single,clinical; radiology,14,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=uw_cirp_mouse_pet_ct_nsclc
gdc-target-ccsk,Clear Cell Sarcoma of the Kidney,TARGET-CCSK,GDC,TARGET,TARGET,Complex Mixed and Stromal Neoplasms,Kidney,KIDNEY,single,clinical; copy_number; methylation; rna_seq; structural_variant; wgs,13,,mixed,True,71.9,False,4,119,-2.252,True,False,machine_only,https://portal.gdc.cancer.gov/projects/TARGET-CCSK
idc-qin-breast-02,QIN-BREAST-02,qin_breast_02,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Breast Cancer,Breast,BREAST,single,clinical; radiology,13,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=qin_breast_02
gdc-match-c1,Genomic Characterization CS-MATCH-0007 Arm C1,MATCH-C1,GDC,MATCH,MATCH,"Nevi and Melanomas; Adenomas and Adenocarcinomas; Neoplasms, NOS",Esophagus; Bronchus and lung; Stomach; Liver and intrahepatic bile ducts; Palate; Rectum,,pan_cancer,clinical; rna_seq; structural_variant; wxs,11,,controlled,False,,False,0,,,False,False,machine_only,https://portal.gdc.cancer.gov/projects/MATCH-C1
idc-cmb-aml,CMB-AML,cmb_aml,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Acute Myeloid Leukemia,Blood,MYELOID,single,clinical; radiology,11,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=cmb_aml
pdc-georgetown-lung-cancer-proteomics-study,Georgetown Lung Cancer Proteomics Study,PDC000231,PDC,Georgetown Proteomics Research Program,Georgetown Proteomics Research Program,Lung Adenocarcinoma,Lung; Bronchus and lung,LUNG,single,proteome,11,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000231
pdc-ptrc-tnbc-pdx,PTRC TNBC PDX,PDC000410,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Breast Invasive Carcinoma,Breast,BREAST,single,proteome,11,,open,,,False,1,,-0.5,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000410
idc-qin-breast-dce-mri,QIN Breast DCE-MRI,qin_breast_dce_mri,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Breast Cancer,Breast,BREAST,single,clinical; radiology,10,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=qin_breast_dce_mri
idc-rider-phantom-mri,RIDER PHANTOM MRI,rider_phantom_mri,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Phantom,Phantom,,non_cancer,radiology,10,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=rider_phantom_mri
idc-naf-prostate,NaF PROSTATE,naf_prostate,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Prostate Cancer,Prostate,PROSTATE,single,radiology,9,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=naf_prostate
pdc-pct-swath-kidney,PCT SWATH Kidney,PDC000152,PDC,Quantitative digital maps of tissue biopsies,Quantitative digital maps of tissue biopsies,Clear Cell Renal Cell Carcinoma; Papillary Renal Cell Carcinoma; Chromophobe Renal Cell Carcinoma,Kidney,KIDNEY,single,proteome,9,,open,True,0.0,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000152
idc-rider-pilot,RIDER Pilot,rider_pilot,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Lung Cancer,Lung,LUNG,single,radiology,8,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=rider_pilot
idc-phantom-fda,Phantom FDA,phantom_fda,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Phantom,Lung Phantom,,non_cancer,radiology,7,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=phantom_fda
pdc-sampling-techniques-for-enrichment-of-pdac,Sampling techniques for enrichment of PDAC,PDC000393,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Pancreatic Ductal Adenocarcinoma,Pancreas,PANCREAS,single,proteome,7,,open,True,10.5,False,2,,0.957,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000393
pdc-buparlisib-treated-xenograft-tumors-of-tnbc,Buparlisib Treated Xenograft Tumors of TNBC,PDC000308,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,,,BREAST,title_derived,phosphoproteome; proteome,7,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000308
idc-lung-fused-ct-pathology,Lung-Fused-CT-Pathology,lung_fused_ct_pathology,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Lung Cancer,Lung,LUNG,single,radiology,6,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=lung_fused_ct_pathology
pdc-microscaled-proteogenomic-methods-for-precision-oncology-pdx-bulk,Microscaled Proteogenomic Methods for Precision Oncology PDX bulk,PDC000328,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Breast Invasive Carcinoma,,BREAST,single,phosphoproteome; proteome,6,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000328
pdc-microscaled-proteogenomic-methods-for-precision-oncology-pdx-cores,Microscaled Proteogenomic Methods for Precision Oncology PDX cores,PDC000330,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Breast Invasive Carcinoma,,BREAST,single,phosphoproteome; proteome,6,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000330
idc-rider-breast-mri,RIDER Breast MRI,rider_breast_mri,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Breast Cancer,Breast,BREAST,single,radiology,5,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=rider_breast_mri
pdc-cptac-ccrcc-confirmatory-study-kinase-inhibition,CPTAC CCRCC Confirmatory Study - Kinase Inhibition,PDC000415,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,,,KIDNEY,title_derived,phosphoproteome,5,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000415
pdc-aml-ex-vivo-drug-response-sorafenib-treatment,AML Ex Vivo Drug Response - Sorafenib Treatment,PDC000401,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Acute Myeloid Leukemia,Hematopoietic and reticuloendothelial systems,MYELOID,single,phosphoproteome; proteome,5,,open,True,10.2,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000401
gdc-match-s2,Genomic Characterization CS-MATCH-0007 Arm S2,MATCH-S2,GDC,MATCH,MATCH,Nevi and Melanomas,Skin; Unknown,SKIN,single,clinical; rna_seq; structural_variant; wxs,3,,controlled,False,,False,0,,,False,False,machine_only,https://portal.gdc.cancer.gov/projects/MATCH-S2
idc-gbm-dsc-mri-dro,GBM-DSC-MRI-DRO,gbm_dsc_mri_dro,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Phantom,Brain Phantom,,non_cancer,radiology,3,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=gbm_dsc_mri_dro
idc-qiba-ct-liver-phantom,QIBA-CT-Liver-Phantom,qiba_ct_liver_phantom,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Phantom,Liver Phantom,,non_cancer,radiology,3,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=qiba_ct_liver_phantom
pdc-ipmn-study-lmd-proteome,IPMN Study - LMD Proteome,PDC000634,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Ductal and Lobular Neoplasms,Pancreas,PANCREAS,single,proteome,3,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000634
pdc-aml-gilteritinib-resistance,AML Gilteritinib Resistance,PDC000318,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Acute Myeloid Leukemia,Hematopoietic and reticuloendothelial systems,MYELOID,single,phosphoproteome; proteome,3,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000318
pdc-cptac-deep-proteomics-2d-dia,CPTAC Deep Proteomics 2D-DIA,PDC000351,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,,,,title_derived,proteome,3,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000351
htan-tnp-sardana,TNP SARDANA,HTA13,HTAN,Human Tumor Atlas Network,HTAN,,,,title_derived,spatial_proteomics,2,,mixed,True,,,0,,,False,False,machine_only,https://humantumoratlas.org/explore
idc-nlm-visible-human-project,NLM-Visible-Human-Project,nlm_visible_human_project,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Normal (non-cancer),Whole Body,,non_cancer,radiology,2,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=nlm_visible_human_project
idc-qin-pet-phantom,QIN PET Phantom,qin_pet_phantom,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Phantom,Phantom,,non_cancer,radiology,2,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=qin_pet_phantom
pdc-aml-quizartinib-resistance,AML Quizartinib Resistance,PDC000320,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Acute Myeloid Leukemia,Hematopoietic and reticuloendothelial systems,MYELOID,single,phosphoproteome; proteome,2,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000320
pdc-aml-gilteritinib-timecourse,AML Gilteritinib TimeCourse,PDC000319,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Acute Myeloid Leukemia,Hematopoietic and reticuloendothelial systems,MYELOID,single,phosphoproteome; proteome,2,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000319
